,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
38,Busselton,92,AU,1505416524,100,-33.65,115.33,57.84,17.36
39,Guerrero Negro,20,MX,1505416524,61,27.98,-114.06,78.36,10.09
40,Krasnyy Bor,20,RU,1505413800,87,59.68,30.67,55.4,13.42
41,Alyangula,8,AU,1505416525,89,-13.85,136.42,79.08,20.94
42,Ushuaia,75,AR,1505412000,64,-54.8,-68.3,35.6,19.46
43,Concordia,8,AR,1505412000,56,-31.39,-58.02,71.6,6.93
44,Racine,1,US,1505415300,73,42.73,-87.78,80.6,11.41
45,Narsaq,75,GL,1505415000,48,60.92,-46.05,66.2,16.11
46,Formiga,0,BR,1505416526,31,-20.46,-45.43,85.74,11.88
47,Puttlingen,75,DE,1505415600,81,49.29,6.89,51.8,14.99
48,Saskylakh,12,RU,1505416527,88,71.92,114.08,24.36,5.39
49,Fortuna,1,US,1505415300,55,40.6,-124.16,66.2,16.11
50,Tuktoyaktuk,75,CA,1505415600,66,69.45,-133.04,55.4,13.87
51,Laguna,75,US,1505415720,60,38.42,-121.42,73.4,8.05
52,Hvolsvöllur,0,IS,1505412000,71,63.75,-20.22,50.0,20.8
53,Punta Arenas,75,CL,1505412000,80,-53.15,-70.92,39.2,24.16
54,Port Elizabeth,12,ZA,1505412000,87,-33.92,25.57,55.4,3.36
55,Arica,90,CL,1505412000,67,-18.48,-70.3,60.8,13.87
56,Beloeil,1,CA,1505412360,54,45.57,-73.2,78.8,5.82
57,Arraial do Cabo,0,BR,1505412000,62,-22.97,-42.03,84.2,23.04
58,Takoradi,24,GH,1505416532,96,4.88,-1.76,76.74,9.64
59,Wattegama,48,LK,1505416532,88,6.8,81.48,77.46,11.32
60,Leningradskiy,88,RU,1505416532,100,69.38,178.42,34.8,17.69
61,Vaini,20,TO,1505415600,72,-21.2,-175.2,68.0,4.7
62,New Norfolk,75,AU,1505415600,75,-42.78,147.06,41.0,3.36
63,Lufilufi,20,WS,1505412000,83,-13.87,-171.6,77.0,4.7
64,Komsomolskiy,0,UZ,1505412000,59,40.43,71.72,64.4,2.37
65,Rudnik,80,RU,1505416533,91,69.75,61.65,37.05,9.42
66,Katsuura,75,JP,1505413800,69,35.13,140.3,73.4,13.87
67,Puerto Ayora,40,EC,1505412000,61,-0.74,-90.35,77.0,20.8
68,Hermanus,8,ZA,1505416533,62,-34.42,19.23,55.68,6.4
69,Tautira,20,PF,1505415600,57,-17.73,-149.15,80.6,5.82
70,Mar del Plata,0,AR,1505412000,51,-38.0,-57.56,60.8,17.22
71,Cabra,0,ES,1505415600,30,37.47,-4.44,84.2,9.17
72,Satinka,48,RU,1505416534,52,52.38,41.68,63.78,8.97
73,Saint-Philippe,75,RE,1505413800,64,-21.36,55.77,71.6,6.93
74,Barenburg,75,DE,1505415000,93,52.62,8.8,51.8,8.05
75,Gyanpur,8,IN,1505416534,89,25.35,82.47,79.62,2.59
76,Amparihy,0,MG,1505412000,82,-25.02,46.97,66.2,4.7
77,Aklavik,40,CA,1505415600,45,68.22,-135.01,62.6,11.41
78,Kakamigahara,75,JP,1505413800,60,35.42,136.87,69.8,14.99
79,Valdivia,75,CL,1505412000,43,-39.81,-73.25,51.8,9.17
80,Thompson,90,CA,1505415600,62,55.74,-97.86,51.8,3.36
81,Hobart,75,AU,1505415600,69,-42.88,147.33,41.0,3.36
82,Klaksvik,88,FO,1505415000,93,62.23,-6.59,48.2,29.97
83,Okakarara,8,NA,1505416535,23,-20.58,17.43,75.21,8.97
84,Goderich,8,CA,1505416535,97,43.75,-81.72,70.53,6.62
85,Tsiombe,0,MG,1505416535,63,-25.3,45.48,68.73,8.52
86,Shieli,0,KZ,1505416536,55,44.17,66.75,57.57,8.08
87,Sungaipenuh,56,ID,1505416536,96,-2.08,101.38,65.4,1.14
88,Port Alfred,44,ZA,1505416536,97,-33.59,26.89,60.27,5.95
89,Grande Riviere Sud Est,20,MU,1505412000,77,-20.29,57.78,66.2,9.17
90,Ribeira Grande,40,PT,1505415600,78,38.52,-28.7,73.4,12.75
91,Tasiilaq,75,GL,1505415000,97,65.61,-37.64,39.2,4.7
92,Sistranda,40,NO,1505415000,87,63.73,8.83,51.8,4.38
93,Marechal Candido Rondon,8,BR,1505416466,32,-24.56,-54.06,94.47,12.44
94,Kieta,12,PG,1505416537,100,-6.22,155.63,76.11,3.6
95,Kavieng,24,PG,1505416537,100,-2.57,150.8,83.04,6.62
96,Kashechewan,88,CA,1505416537,75,52.3,-81.62,51.27,4.38
97,Vila Velha,40,BR,1505412000,69,-20.33,-40.29,77.0,18.34
98,Clyde River,75,CA,1505415180,100,70.47,-68.59,32.0,18.34
99,Kodiak,90,US,1505415180,93,57.79,-152.41,53.6,5.82
100,Thohoyandou,0,ZA,1505416541,16,-22.95,30.48,76.65,7.18
101,Morrinhos,0,BR,1505416541,28,-17.73,-49.1,90.42,12.55
102,Springhill,1,US,1505415180,45,33.01,-93.47,86.0,3.36
103,Butaritari,80,KI,1505416541,99,3.07,172.79,84.93,16.46
104,Zhigansk,0,RU,1505416541,98,66.77,123.37,36.6,5.73
105,Victoria,1,CA,1505415360,34,48.43,-123.37,71.6,10.29
106,Upernavik,8,GL,1505416542,100,72.79,-56.15,35.79,20.15
107,Kampot,24,KH,1505416542,94,10.62,104.18,76.65,5.95
108,Touros,92,BR,1505416542,72,-5.2,-35.46,81.24,22.5
109,Hami,0,CN,1505416542,43,42.8,93.45,58.74,7.29
110,Hithadhoo,64,MV,1505416542,100,-0.6,73.08,80.61,7.4
111,Barrow,90,US,1505415180,100,71.29,-156.79,37.4,5.82
112,Varnek,48,RU,1505416542,98,69.71,60.05,39.84,14.67
113,Ostrovnoy,92,RU,1505416543,99,68.05,39.51,43.62,23.73
114,Mackay,0,AU,1505412000,39,-21.15,149.2,62.6,11.41
115,Kajansi,75,UG,1505413800,83,0.21,32.52,69.8,6.93
116,Talnakh,92,RU,1505416271,100,69.49,88.4,36.06,7.74
117,Avarua,20,CK,1505415600,83,-21.21,-159.78,77.0,6.93
118,Saint George,75,US,1505415900,64,37.1,-113.58,69.8,10.29
119,Jamestown,90,US,1505415360,82,42.1,-79.24,66.2,5.82
120,Chokurdakh,76,RU,1505416543,94,70.63,147.92,32.01,9.64
121,Winnemucca,1,US,1505415360,31,40.97,-117.74,78.8,10.29
122,Lagoa,64,PT,1505416544,98,39.05,-27.98,74.94,14.79
123,Gizo,100,SB,1505416544,100,-8.1,156.84,74.94,2.93
124,Palenque,48,MX,1505416544,72,17.52,-91.97,85.74,4.05
125,Malazgirt,0,TR,1505416544,79,39.14,42.54,54.33,2.59
126,Havre-Saint-Pierre,1,CA,1505412000,58,50.23,-63.6,59.0,16.11
127,Lompoc,90,US,1505415360,60,34.64,-120.46,73.4,5.82
128,Kalmunai,64,LK,1505416544,99,7.42,81.82,75.21,3.6
129,Novoagansk,88,RU,1505416544,99,61.94,76.66,39.3,3.49
130,Alofi,92,NU,1505415600,94,-19.06,-169.92,73.4,11.41
131,Den Helder,75,NL,1505415300,71,52.96,4.76,59.0,19.46
132,Tabiauan,44,PH,1505416545,100,6.03,121.89,81.96,5.95
133,Batagay-Alyta,88,RU,1505416545,93,67.8,130.41,27.24,2.93
134,Tuatapere,100,NZ,1505416545,100,-46.13,167.68,47.58,6.73
135,Mathura,68,IN,1505416545,94,27.5,77.68,74.58,2.71
136,Bajina Basta,0,RS,1505415600,42,43.97,19.57,64.4,2.24
137,Ixtapa,40,MX,1505410980,70,20.7,-105.2,87.8,9.17
138,Yellowknife,75,CA,1505412000,61,62.46,-114.35,48.2,4.7
139,El Dorado,1,US,1505415300,45,33.21,-92.67,91.4,3.36
140,Broome,0,AU,1505415600,52,-17.97,122.23,69.8,5.82
141,Ilulissat,90,GL,1505415000,86,69.22,-51.1,39.2,1.12
142,The Valley,36,AI,1505416546,96,18.22,-63.06,83.31,13.78
143,Khuchni,12,RU,1505416546,81,41.95,47.95,64.86,2.82
144,Daru,92,PG,1505416546,98,-9.08,143.21,77.1,16.8
145,Tevriz,68,RU,1505416547,76,57.51,72.4,56.31,9.19
146,Shelton,75,US,1505415360,83,41.32,-73.09,78.8,11.41
147,Meulaboh,48,ID,1505416550,100,4.14,96.13,75.3,5.06
148,Khatanga,0,RU,1505416550,84,71.97,102.5,39.3,9.64
149,Qaanaaq,56,GL,1505416550,100,77.48,-69.36,25.26,5.61
150,Hamilton,40,CA,1505412000,61,43.23,-79.95,78.8,9.17
151,Nirsa,8,IN,1505416551,93,23.78,86.72,78.0,1.59
152,Faanui,36,PF,1505416551,100,-16.48,-151.75,78.36,18.7
153,Byron Bay,0,AU,1505415600,75,-28.65,153.62,41.0,3.36
154,Pringsewu,8,ID,1505416551,89,-5.36,104.97,72.51,2.04
155,Souillac,20,MU,1505412000,77,-20.52,57.52,66.2,9.17
156,Chuy,80,UY,1505416420,96,-33.7,-53.46,61.26,10.65
157,Namatanai,68,PG,1505416422,100,-3.67,152.43,81.51,11.21
158,San Ignacio,24,BZ,1505416355,65,17.16,-89.07,91.14,3.71
159,Verkhniy Baskunchak,0,RU,1505416551,47,48.23,46.72,73.5,11.54
160,Kapaa,20,US,1505411760,78,22.08,-159.32,82.4,8.05
161,Victor Harbor,20,AU,1505415600,87,-35.57,138.62,53.6,5.82
162,Killybegs,48,IE,1505416552,96,54.63,-8.45,54.06,17.69
163,Wolomin,20,PL,1505415600,87,52.34,21.24,57.2,6.93
164,Gilgit,12,PK,1505416514,76,35.92,74.31,38.67,0.02
165,Sidi Bou Ali,0,TN,1505413800,58,35.96,10.47,91.4,13.87
166,Kokstad,56,ZA,1505416552,85,-30.55,29.42,53.07,2.15
167,Vardo,75,NO,1505415000,87,70.37,31.11,42.8,32.21
168,Saldanha,0,ZA,1505412000,71,-33.01,17.94,57.2,10.29
169,Kampung Pasir Gudang Baru,75,MY,1505415600,83,1.47,103.88,84.2,1.12
170,Isangel,32,VU,1505416553,100,-19.55,169.27,73.86,8.75
171,La Ronge,75,CA,1505412000,50,55.1,-105.28,51.8,9.17
172,Carman,90,CA,1505415600,63,49.5,-98.0,60.8,16.11
173,Homer,75,US,1505415180,71,59.64,-151.55,53.6,9.17
174,Ouargaye,0,BF,1505416553,69,11.5,0.06,86.1,2.59
175,Castro,0,BR,1505416553,43,-24.79,-50.01,82.41,13.67
176,Cimaja,24,ID,1505416553,100,-6.95,106.49,78.18,16.91
177,Flinders,0,AU,1505412000,58,-34.58,150.86,53.6,19.46
178,Kota Kinabalu,75,MY,1505413800,88,5.97,116.07,77.0,3.36
179,Bethel,75,US,1505415360,78,41.37,-73.41,77.0,4.94
180,Washington,1,US,1505415300,34,47.5,-120.5,64.4,6.93
181,Port Hedland,0,AU,1505415600,28,-20.32,118.57,69.8,11.41
182,Georgetown,40,GY,1505412000,55,6.8,-58.16,91.4,13.87
183,Luorong,20,CN,1505416555,68,24.41,109.61,75.39,9.42
184,Bontang,24,ID,1505416555,100,0.13,117.5,80.34,3.38
185,Bakaly,12,RU,1505416555,55,55.18,53.8,65.13,10.87
186,Hovd,0,MN,1505416555,87,48.01,91.64,34.26,3.38
187,Nkwerre,56,NG,1505416555,100,5.76,7.11,74.58,5.06
188,Rovaniemi,90,FI,1505415000,87,66.5,25.72,42.8,11.41
189,Port Shepstone,92,ZA,1505416556,89,-30.74,30.45,66.57,8.41
190,Kununurra,80,AU,1505415600,15,-15.77,128.73,78.8,6.93
191,Sanandaj,0,IR,1505411460,11,35.31,46.99,82.4,6.93
192,Kruisfontein,36,ZA,1505416426,90,-34.0,24.73,60.0,6.51
193,Yantal,0,RU,1505416556,69,56.85,105.25,36.96,3.49
194,Tazovskiy,76,RU,1505416556,89,67.47,78.7,35.07,3.71
195,Alice Springs,0,AU,1505415600,34,-23.7,133.88,37.4,5.82
196,Saba,0,HN,1505416560,59,15.47,-86.25,89.97,1.7
197,Paita,0,PE,1505416560,62,-5.09,-81.11,78.18,11.65
198,Auki,68,SB,1505416288,100,-8.77,160.7,78.36,6.73
199,Ponta do Sol,20,PT,1505415600,69,32.67,-17.1,73.4,20.8
200,Magna,90,US,1505415480,49,40.71,-112.1,73.4,16.11
201,Dwarka,36,IN,1505416560,100,22.24,68.97,80.61,8.75
202,Moyale,36,KE,1505416560,54,3.52,39.06,73.41,5.95
203,Iqaluit,75,CA,1505415600,65,63.75,-68.51,46.4,8.05
204,Emba,0,CY,1505415600,78,34.81,32.42,78.8,6.93
205,Fontem,76,CM,1505416561,99,5.47,9.88,65.04,2.48
206,Lazarev,0,RU,1505416561,100,52.23,141.51,49.56,5.61
207,Navapolatsk,80,BY,1505416561,73,55.54,28.64,58.56,15.46
208,Tarut,5,SA,1505413800,71,26.57,50.04,93.2,8.05
209,Provideniya,92,RU,1505416563,100,64.38,-173.3,40.83,15.12
210,Nizhnekamsk,0,RU,1505413800,87,55.64,51.82,60.8,8.95
211,Xinqing,0,CN,1505416563,83,48.23,129.5,37.32,2.15
212,Kavaratti,68,IN,1505416564,100,10.57,72.64,80.43,16.8
213,Piacabucu,92,BR,1505416496,77,-10.41,-36.43,76.56,16.69
214,Port Moresby,92,PG,1505416564,100,-9.44,147.18,74.94,10.2
215,Gaya,75,IN,1505412000,89,24.78,85.0,84.2,2.93
216,Maniitsoq,92,GL,1505416565,95,65.42,-52.9,42.9,9.98
217,Aleksandrovskoye,0,RU,1505413800,56,44.71,43.0,68.0,2.24
218,Cacequi,92,BR,1505416565,99,-29.88,-54.83,62.7,7.52
219,Santa Fe,40,US,1505415300,40,35.69,-105.94,69.8,5.82
220,Yulara,0,AU,1505415600,38,-25.24,130.99,42.8,4.7
221,Balqash,0,KZ,1505416566,100,46.85,75.0,52.98,8.97
222,Quy Nhon,48,VN,1505416566,93,13.77,109.23,80.88,19.93
223,Pyt-Yakh,100,RU,1505416566,98,60.75,72.86,44.16,4.94
224,Kepno,92,PL,1505416567,96,51.28,17.99,53.43,17.81
225,Jumla,20,NP,1505416567,83,29.27,82.18,34.26,1.92
226,Sheridan,90,US,1505415180,76,44.8,-106.96,60.8,12.75
227,High Rock,40,BS,1505412000,62,26.62,-78.28,87.8,11.41
228,Bredasdorp,0,ZA,1505412000,76,-34.53,20.04,51.8,5.82
229,Kuala Pilah,75,MY,1505415600,88,2.74,102.25,78.8,8.05
230,Tiniguiban,76,PH,1505416568,100,11.36,119.5,83.4,15.46
231,Watsa,80,CD,1505416568,99,3.04,29.54,66.03,2.93
232,Praia da Vitoria,20,PT,1505415600,73,38.73,-27.07,75.2,9.17
233,Necochea,76,AR,1505416569,72,-38.55,-58.74,56.85,17.58
234,Derzhavinsk,0,KZ,1505416569,83,51.1,66.32,49.56,7.74
235,Rampur,12,IN,1505416569,91,28.82,79.03,77.46,2.59
236,Ambilobe,32,MG,1505416569,59,-13.2,49.05,74.04,6.96
237,Port Lincoln,68,AU,1505416570,96,-34.73,135.87,55.41,11.54
238,Dzhebariki-Khaya,44,RU,1505416570,96,62.22,135.8,37.77,2.59
239,Olishevka,0,UA,1505416570,60,51.22,31.33,67.92,14.45
240,Novaya Derevnya,92,RU,1505416571,94,63.9,38.06,54.24,5.95
241,Rawson,0,AR,1505416571,67,-43.3,-65.1,52.35,23.06
242,Cidreira,92,BR,1505416571,90,-30.18,-50.21,72.51,15.68
243,Qarchi Gak,5,AF,1505415000,15,37.04,66.79,71.6,6.93
244,Shingu,80,JP,1505416571,100,33.73,135.98,76.02,8.19
245,San Rafael,64,AR,1505416574,16,-34.62,-68.33,66.21,5.17
246,Lukoyanov,44,RU,1505416575,57,55.03,44.48,62.61,12.33
247,Kinkala,0,CG,1505412000,65,-4.36,14.76,80.6,5.82
248,Yarkovo,68,RU,1505416575,77,57.4,67.08,62.7,14.34
249,Kropotkin,0,RU,1505416575,44,45.44,40.58,70.44,6.4
250,Phrai Bueng,88,TH,1505416575,99,14.75,104.36,72.24,4.72
251,Chernyshevskiy,0,RU,1505416576,85,63.01,112.47,43.53,7.4
252,Barra do Garcas,0,BR,1505412000,16,-15.89,-52.26,100.4,11.65
253,Mosquera,75,CO,1505414640,37,4.71,-74.23,69.8,6.93
254,Weligama,88,LK,1505416576,100,5.97,80.42,74.58,17.02
255,Puerto Escondido,75,MX,1505410860,78,15.85,-97.07,82.4,6.93
256,Wanning,100,CN,1505416577,100,18.8,110.4,81.87,42.08
257,Lebu,0,CL,1505416577,100,-37.62,-73.65,50.73,18.25
258,Oktyabrskoye,0,RU,1505416577,78,43.06,44.74,63.6,1.48
259,Dongsheng,32,CN,1505416578,90,39.82,109.98,56.04,5.5
260,Luganville,88,VU,1505416578,100,-15.53,167.17,78.45,14.23
261,Severo-Yeniseyskiy,80,RU,1505416578,96,60.37,93.04,35.61,6.17
262,Ahipara,0,NZ,1505416488,100,-35.17,173.17,55.23,15.23
263,Torbay,40,CA,1505415600,60,47.67,-52.73,71.6,18.34
264,Son La,64,VN,1505416579,99,21.32,103.9,68.01,1.92
265,El Trompillo,20,BO,1505412000,38,-17.8,-63.17,93.2,23.04
266,Porirua,48,NZ,1505415600,77,-41.13,174.85,59.0,26.4
267,Doha,0,QA,1505412000,67,25.29,51.53,93.2,4.7
268,Longyearbyen,0,SJ,1505415000,69,78.22,15.64,35.6,14.99
269,Shoshong,0,BW,1505416580,20,-23.04,26.51,68.1,10.2
270,Gushikawa,1,JP,1505415600,83,26.35,127.87,80.6,19.46
271,Bima,20,ID,1505416580,100,-8.47,118.72,71.43,3.38
272,San Juan,100,PE,1505416581,98,-15.37,-75.16,58.92,23.73
273,Novi Knezevac,0,RS,1505414700,46,46.05,20.1,71.6,6.93
274,Belmonte,75,BR,1505415600,78,-15.86,-38.88,75.2,16.11
275,Turbat,0,PK,1505416581,47,26.0,63.04,83.76,4.94
276,Cairns,20,AU,1505415600,78,-16.92,145.77,71.6,11.41
277,Bengkulu,68,ID,1505416582,100,-3.8,102.27,76.38,8.75
278,Lavrentiya,64,RU,1505416582,100,65.58,-171.0,40.65,12.44
279,Brigantine,1,US,1505415360,74,39.41,-74.36,84.2,10.29
280,Haines Junction,44,CA,1505416583,85,60.75,-137.51,34.8,2.71
281,Ludwigsburg,40,DE,1505415000,81,48.9,9.19,50.0,9.17
282,La Asuncion,40,VE,1505412000,56,11.03,-63.86,95.0,9.64
283,Yenotayevka,0,RU,1505416584,49,47.25,47.03,74.58,10.87
284,Champerico,75,GT,1505412000,55,14.3,-91.92,89.6,6.93
285,Rognan,75,NO,1505415000,87,67.1,15.39,53.6,1.36
286,San Lorenzo,75,PY,1505412000,69,-25.33,-57.53,73.4,9.17
287,Inuvik,75,CA,1505415600,48,68.35,-133.72,62.6,12.75
288,Gornyak,0,RU,1505416585,77,50.99,81.47,37.68,4.5
289,Harper,92,LR,1505416585,100,4.38,-7.72,77.64,10.31
290,Tiarei,20,PF,1505415600,57,-17.53,-149.33,80.6,5.82
291,Al Alamayn,0,EG,1505416585,72,30.83,28.95,75.93,8.75
292,Sao Felix do Xingu,12,BR,1505416585,36,-6.64,-51.99,96.18,4.16
293,Nelson Bay,0,AU,1505415600,57,-32.72,152.15,48.2,11.41
294,Teahupoo,20,PF,1505415600,57,-17.83,-149.27,80.6,5.82
295,Seoul,0,KR,1505415600,77,37.57,126.98,66.2,4.7
296,Santiago,40,CL,1505412000,50,-33.46,-70.65,57.2,4.7
297,Mount Isa,0,AU,1505415600,15,-20.73,139.5,59.0,11.41
298,Sur,0,OM,1505416589,93,22.57,59.53,83.85,0.58
299,Mount Gambier,92,AU,1505416590,93,-37.83,140.77,51.45,7.85
300,Kaseda,92,JP,1505416590,100,31.42,130.32,77.73,22.28
301,Sabzevar,0,IR,1505416590,33,36.21,57.68,58.56,4.05
302,Springfield,1,US,1505415120,37,37.22,-93.3,84.2,9.17
303,Mahebourg,20,MU,1505412000,77,-20.41,57.7,66.2,9.17
304,Port Hardy,5,CA,1505415600,81,50.7,-127.42,53.6,2.24
305,Tharyarwady,68,MM,1505416591,94,17.65,95.8,77.73,5.95
306,Bandarbeyla,0,SO,1505416591,91,9.49,50.81,78.63,29.21
307,San Andres,75,CO,1505412000,66,12.58,-81.7,91.4,12.75
308,Buraydah,0,SA,1505412000,16,26.33,43.98,93.2,9.17
309,Coihaique,75,CL,1505412000,49,-45.58,-72.07,48.2,8.05
310,Bang Len,75,TH,1505415600,94,14.02,100.17,78.8,9.17
311,Buutuo,0,LR,1505416593,76,6.83,-8.34,83.58,3.38
312,Methoni,0,GR,1505415000,69,36.82,21.7,75.2,12.75
313,Felanitx,40,ES,1505415600,78,39.47,3.15,75.2,17.22
314,Vanimo,92,PG,1505416594,100,-2.67,141.3,76.11,5.61
315,Coquimbo,0,CL,1505412000,52,-29.95,-71.34,66.2,12.75
316,Luderitz,0,NA,1505412000,76,-26.65,15.16,55.4,17.22
317,Gainesville,40,US,1505411580,58,29.65,-82.32,87.8,4.7
318,Victoria,1,CA,1505415360,34,48.43,-123.37,71.6,10.29
319,Jyväskylä,75,FI,1505415000,93,62.25,25.75,51.8,5.82
320,Road Town,75,VG,1505411580,94,18.42,-64.62,82.4,8.05
321,Lazurne,0,UA,1505416596,93,46.08,32.53,61.53,2.71
322,Seregelyes,0,HU,1505415600,45,47.11,18.57,64.4,28.86
323,Imeni Babushkina,68,RU,1505416598,94,59.76,43.13,52.98,16.02
324,Mitu,92,CO,1505416599,89,1.2,-70.17,77.01,4.05
325,Saucillo,0,MX,1505416600,16,28.02,-105.28,91.23,4.16
326,Grand-Santi,8,GF,1505416600,40,4.25,-54.38,95.91,2.93
327,Lorengau,80,PG,1505416600,100,-2.02,147.27,78.54,5.61
328,Erzurum,0,TR,1505415000,29,40.0,41.5,62.6,3.36
329,Sinjai,8,ID,1505416600,100,-5.12,120.25,72.06,4.16
330,Salalah,20,OM,1505411400,83,17.02,54.09,80.6,6.93
331,Taltal,0,CL,1505416601,54,-25.4,-70.48,63.69,4.16
332,Esmeraldas,0,BR,1505412000,28,-19.76,-44.31,84.2,8.05
333,Kothapet,56,IN,1505416601,94,19.33,79.48,75.03,2.59
334,Raposa,0,BR,1505416601,29,-6.52,-44.18,94.38,11.54
335,Chunskiy,36,RU,1505416601,88,56.08,99.63,35.34,2.37
336,Porbandar,24,IN,1505416602,92,21.64,69.61,78.63,7.96
337,Algiers,20,DZ,1505413800,78,36.75,3.04,77.0,6.93
338,Lavras,0,BR,1505416602,33,-21.25,-45.0,84.93,10.76
339,Muisne,44,EC,1505416602,80,0.6,-80.03,79.44,7.85
340,Omboue,64,GA,1505416602,100,-1.57,9.26,75.48,10.65
341,Vostok,92,RU,1505416602,100,46.49,135.88,47.58,1.92
342,Mecca,0,SA,1505412000,47,21.43,39.83,96.8,2.24
343,Salyan,12,NP,1505416606,92,28.38,82.17,68.82,2.59
344,Vanavara,44,RU,1505416606,79,60.34,102.28,37.5,9.98
345,San Patricio,75,MX,1505410860,74,19.22,-104.7,86.0,11.41
346,Boddam,92,GB,1505415000,87,57.47,-1.78,51.8,13.87
347,Schrobenhausen,20,DE,1505415000,76,48.55,11.27,50.0,16.11
348,Nouadhibou,20,MR,1505415600,83,20.93,-17.03,73.4,19.46
349,Banfora,0,BF,1505416607,72,10.63,-4.77,86.46,3.04
350,Paraiso,75,CR,1505414400,78,9.84,-83.87,77.0,10.29
351,Olho d’Agua,56,BR,1505416607,50,-2.88,-39.95,91.86,10.76
352,Havelock,75,US,1505415360,100,34.88,-76.9,82.4,6.93
353,Samarai,92,PG,1505416607,100,-10.62,150.67,77.64,14.79
354,Dingwall,75,GB,1505415000,81,57.6,-4.43,53.6,8.05
355,Inhambane,56,MZ,1505416608,99,-23.86,35.38,72.24,14.45
356,Matay,0,EG,1505416608,41,28.42,30.78,84.48,8.08
357,Mu??faz?at Dah?k,0,IQ,1505416608,41,37.0,43.25,63.87,2.15
358,Saint Anthony,1,US,1505415300,45,45.02,-93.22,87.8,9.17
359,Chake Chake,24,TZ,1505416608,94,-5.25,39.77,78.9,11.43
360,Kiili,75,EE,1505415000,93,59.31,24.84,53.6,13.87
361,?illat ‘Abd a? ??li?,5,BH,1505413800,71,26.22,50.52,93.2,8.05
362,Cabo San Lucas,5,MX,1505411220,74,22.89,-109.91,93.2,8.05
363,Grindavik,75,IS,1505413800,61,63.84,-22.43,50.0,10.29
364,San Pedro Pochutla,75,MX,1505410860,100,15.73,-96.47,91.4,6.4
365,Fevral’sk,36,RU,1505416609,89,52.47,130.72,44.61,3.49
366,Muscatine,1,US,1505414100,45,41.42,-91.04,87.8,8.05
367,Sorland,0,NO,1505415000,87,67.67,12.69,48.2,6.93
368,Alice,1,US,1505415360,32,27.75,-98.07,96.8,10.29
369,Saint George,75,US,1505415900,64,37.1,-113.58,69.8,10.29
370,Antsohihy,0,MG,1505416610,71,-14.88,47.99,74.13,8.63
371,Bagenalstown,56,IE,1505416610,68,52.7,-6.96,54.24,16.69
